key,title,author_name,first_publish_year,page_count
/works/OL17592069W,The Princess in Black and the Hungry Bunny Horde,"['Shannon Hale', 'Dean Hale']",2016,96.0
/works/OL27130975W,Oroonoko,['Aphra Behn'],2016,132.0
/works/OL21824415W,Christmas Wish,['Nora Roberts'],2016,344.0
/works/OL21133235W,World's Worst Children 2,['David Walliams'],2016,286.0
/works/OL20516652W,Paper Butterflies,['Lisa Heathfield'],2016,272.0
/works/OL21578860W,Office Scandals,"['Kim Lawrence', 'Maureen Child', 'Catherine Mann']",2016,560.0
/works/OL20709549W,Orphan X,['Gregg Andrew Hurwitz'],2016,400.0
/works/OL20020367W,The love that split the world,['Emily Henry'],2016,403.0
/works/OL17571929W,Booked,['Kwame Alexander'],2016,320.0
/works/OL19548470W,Die Feder eines Greifs,['Cornelia Funke'],2016,402.0
/works/OL19798934W,Not Your Sidekick,['C. B. Lee'],2016,283.0
/works/OL22943437W,Lady Midnight,['Cassandra Clare'],2016,720.0
/works/OL21403838W,Goat Days,"['Benyamin Benyamin', 'Joseph Koyippally']",2016,258.0
/works/OL20021510W,Rebel of the sands,['Alwyn Hamilton'],2016,314.0
/works/OL20026877W,Highly illogical behavior,['John Corey Whaley'],2016,256.0
